Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDV26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.156,20.25,196.28,4
Regular,FDP40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.248,4.56,112.65,4
Regular,FDH04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.339,6.12,89.65,4
Regular,FDD41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.43,6.77,105.03,4
Regular,FDM16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.522,8.16,74.74,4
Regular,FDI05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.613,8.35,74.44,4
Regular,FDG05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.705,11,156.86,4
Regular,FDA04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.796,11.3,257.3,4
Regular,FDI04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.888,13.65,198.44,4
Regular,FDP28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-618.979,13.65,262.69,4
Regular,FDF28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.07,15.7,124.1,4
Regular,FDA40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.162,16,88.59,4
Regular,FDY16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.253,18.35,184.43,4
Regular,FDI41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.345,18.5,148.04,4
Regular,FDE17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.436,20.1,149.54,4
Regular,FDN56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.527,5.46,144.98,4
Regular,FDS56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.619,5.79,260.73,4
Regular,FDO31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.71,6.76,79.6,4
Regular,FDD44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.802,8.05,259.06,4
Regular,FDV44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.893,8.37,190.12,4
Regular,FDU31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-619.985,10.5,217.95,4
Regular,FDR55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.076,12.15,189.59,4
Regular,FDW19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.167,12.35,110.76,4
Regular,FDK20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.259,12.6,124.51,4
Regular,FDS44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.35,12.65,239.65,4
Regular,FDS31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.442,13.1,180.33,4
Regular,FDS19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.533,13.8,76,4
Regular,FDH45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.624,15.1,41.68,4
Regular,FDO19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.716,17.7,48.3,4
Regular,FDI08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.807,18.2,247.11,4
Regular,FDW32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.899,18.35,84.39,4
Regular,FDT32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-620.99,19,186.52,4
Regular,FDB57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.082,20.25,220.68,4
Regular,FDX31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.173,20.35,233.3,4
Regular,FDP03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.264,5.15,121.84,4
Regular,FDO27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.356,6.18,94.38,4
Regular,FDR15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.447,9.3,153.23,4
Regular,FDN03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.539,9.8,249.64,4
Regular,FDT27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.63,11.4,234.66,4
Regular,FDT15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.721,12.15,184.3,4
Regular,FDG33,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.813,5.37,171.08,4
Regular,FDX22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.904,6.79,208.79,4
Regular,FDC22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-621.996,6.89,193.98,4
Regular,FDV10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.087,7.65,41.81,4
Regular,FDX33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.179,9.2,158.56,4
Regular,FDI34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.27,10.65,232.37,4
Regular,FDM09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.361,11.15,169.68,4
Regular,FDO45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.453,13.15,89.59,4
Regular,FDO09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.544,13.5,262.19,4
Regular,FDY33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.636,14.5,159.43,4
Regular,FDP45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.727,15.7,252.27,4
Regular,FDC34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.818,16,157.1,4
Regular,FDY22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-622.91,16.5,144.51,4
Regular,FDR34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.001,17,229.44,4
Regular,FDX57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.093,17.25,97.01,4
Regular,DRY23,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.184,9.4,44.61,4
Regular,DRC36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.276,13,175.01,4
Regular,FDD47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.367,7.6,171.94,4
Regular,FDD59,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.458,10.5,78.3,4
low fat,FDS35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.55,9.3,65.78,4
low fat,FDS52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.641,8.89,99.7,4
low fat,NCY29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.733,13.65,56.89,4
low fat,NCW54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.824,7.5,55.36,4
reg,FDH60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-623.915,19.7,197.01,4
reg,FDB26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-624.007,14,51.46,4
reg,FDX39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-624.098,14.3,212.46,4
reg,FDO10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-624.19,13.65,55.56,4
LF,FDQ16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-624.281,19.7,108.09,4
LF,DRH11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-624.373,5.98,55.66,4
LF,FDX58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-624.464,13.15,182.7,4
LF,FDO60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-624.555,20,45.31,4
LF,FDH57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,-624.647,10.9,132.93,4
LF,DRO35,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,-624.738,13.85,114.25,4
LF,NCB42,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,-624.83,11.8,114.85,4
LF,NCY05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,-624.921,13.5,34.69,4
LF,NCK05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,-625.013,20.1,59.35,4
LF,NCW42,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,-625.104,18.2,220.75,4
LF,FDE58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-625.195,18.5,119.81,4
LF,DRI25,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,-625.287,19.6,56.66,4
Low Fat,FDW23,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.378,5.77,37.02,4
Low Fat,FDW24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.47,6.8,50.2,4
Low Fat,FDY59,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.561,8.2,91.85,4
Low Fat,FDF12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.652,8.24,149.11,4
Low Fat,FDK24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.744,9.2,45.27,4
Low Fat,FDH12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.835,9.6,107.13,4
Low Fat,FDI24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-625.927,10.3,177.64,4
Low Fat,FDJ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.018,11.3,245.21,4
Low Fat,FDN48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.11,13.35,93.08,4
Low Fat,FDY48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.201,14,104.03,4
Low Fat,FDN12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.292,15.6,110.25,4
Low Fat,FDP60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.384,17.35,102.3,4
Low Fat,FDV36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.475,18.7,127.1,4
Low Fat,FDP23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.567,6.71,218.32,4
Low Fat,FDV23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.658,11,124.4,4
Low Fat,FDU23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.749,12.15,164.62,4
Low Fat,FDR35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.841,12.5,198.97,4
Low Fat,FDW59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-626.932,13.15,84.36,4
Low Fat,FDP11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.024,15.85,217.52,4
Low Fat,FDS47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.115,16.75,88.79,4
Low Fat,FDO13,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.207,7.87,164.55,4
Low Fat,FDN13,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.298,18.6,98.54,4
Low Fat,FDI26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.389,5.94,177.13,4
Low Fat,FDK38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.481,6.65,149.37,4
Low Fat,FDK14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.572,6.98,82.89,4
Low Fat,FDT49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.664,7,104.83,4
Low Fat,FDS49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.755,9,78.36,4
Low Fat,FDS01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.846,11.6,177.37,4
Low Fat,FDB50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-627.938,13,76.8,4
Low Fat,FDP25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.029,15.2,216.58,4
Low Fat,FDC38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.121,15.7,134.29,4
Low Fat,FDC50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.212,15.85,94.41,4
Low Fat,FDN02,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.304,16.5,206.86,4
Low Fat,FDD02,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.395,16.6,118.41,4
Low Fat,FDY50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.486,5.8,87.82,4
Low Fat,FDB27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.578,7.58,196.58,4
Low Fat,FDB16,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.669,8.21,87.62,4
Low Fat,DRG27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.761,8.9,39.11,4
Low Fat,FDC04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.852,15.6,241.39,4
Low Fat,FDV02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-628.943,16.75,172.41,4
Low Fat,FDT38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.035,18.7,83.16,4
Low Fat,FDY52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.126,6.37,63.25,4
Low Fat,FDR04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.218,7.08,97.01,4
Low Fat,FDD17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.309,7.5,238.79,4
Low Fat,FDE16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.401,8.9,207.9,4
Low Fat,FDZ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.492,9.31,61.35,4
Low Fat,FDE53,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.583,10.9,106.13,4
Low Fat,FDF41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.675,12.15,246.85,4
Low Fat,FDG04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.766,13.1,187.59,4
Low Fat,FDI28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.858,14.3,79.63,4
Low Fat,FDT04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-629.949,17.25,40.18,4
Low Fat,FDF04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.04,17.5,257.73,4
Low Fat,FDK52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.132,18.25,226.11,4
Low Fat,FDX43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.223,5.66,165.85,4
Low Fat,FDZ55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.315,6.06,160.89,4
Low Fat,FDA31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.406,7.1,171.71,4
Low Fat,FDX20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.498,7.37,225.17,4
Low Fat,FDJ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.589,8.99,101.77,4
Low Fat,FDK56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.68,9.7,185.29,4
Low Fat,FDV31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.772,9.8,175.34,4
Low Fat,FDJ32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.863,10.7,60.45,4
Low Fat,FDU07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-630.955,11.1,152.84,4
Low Fat,FDX08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.046,12.85,179.33,4
Low Fat,FDX55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.137,15.1,216.42,4
Low Fat,FDF32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.229,16.35,198.94,4
Low Fat,FDY19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.32,19.75,116.55,4
Low Fat,FDB45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.412,20.85,103.33,4
Low Fat,DRF23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.503,4.61,174.44,4
Low Fat,DRK11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.595,8.21,148.24,4
Low Fat,DRG23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.686,8.88,152.57,4
Low Fat,DRK59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.777,8.9,232.96,4
Low Fat,DRJ11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.869,9.5,190.99,4
Low Fat,DRO59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-631.96,11.8,75,4
Low Fat,DRH23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.052,14.65,56.46,4
Low Fat,DRN59,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.143,15,45.51,4
Low Fat,DRJ23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.234,18.35,187.69,4
Low Fat,NCO05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.326,7.27,98.64,4
Low Fat,NCJ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.417,7.68,84.92,4
Low Fat,NCI17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.509,8.65,96.64,4
Low Fat,NCL29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.6,9.7,158.96,4
Low Fat,NCX29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.692,10,145.61,4
Low Fat,NCR05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.783,10.1,200.21,4
Low Fat,NCV05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.874,10.1,152.47,4
Low Fat,NCK17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-632.966,11,38.95,4
Low Fat,NCA53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.057,11.4,48.8,4
Low Fat,NCZ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.149,12.15,37.35,4
Low Fat,NCT29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.24,12.6,121.94,4
Low Fat,NCY29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.331,13.65,54.69,4
Low Fat,NCC42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.423,15,140.48,4
Low Fat,NCX05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.514,15.2,114.85,4
Low Fat,NCD42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.606,16.5,39.35,4
Low Fat,NCQ53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.697,17.6,237.36,4
Low Fat,NCX41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.789,19,211.72,4
Low Fat,NCW05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.88,20.25,108.89,4
Low Fat,NCU30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-633.971,5.11,161.12,4
Low Fat,NCY42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.063,6.38,143.35,4
Low Fat,NCZ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.154,6.59,121.61,4
Low Fat,NCY18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.246,7.29,177.11,4
Low Fat,NCQ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.337,7.73,123.84,4
Low Fat,NCS06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.429,7.94,261.59,4
Low Fat,NCE55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.52,8.92,176.84,4
Low Fat,NCJ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.611,9.9,233.06,4
Low Fat,NCA18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.703,10.1,115.75,4
Low Fat,NCI06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.794,11.3,179.27,4
Low Fat,NCV06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.886,11.3,192.25,4
Low Fat,NCK54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-634.977,12.15,114.72,4
Low Fat,NCP18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.068,12.15,149.37,4
Low Fat,NCS18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.16,12.65,106.39,4
Low Fat,NCS54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.251,13.6,176.44,4
Low Fat,NCW06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.343,16.2,190.82,4
Low Fat,NCQ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.434,17.7,168.45,4
Low Fat,NCI55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.526,18.6,120.94,4
Low Fat,NCG30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.617,20.2,123.1,4
Low Fat,NCG43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.708,20.2,91.45,4
Low Fat,NCI30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.8,20.25,247.35,4
Low Fat,NCA06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.891,20.5,37.22,4
Low Fat,NCR30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-635.983,20.6,76.37,4
Low Fat,FDK55,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.074,18.5,89.12,4
Low Fat,NCK19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.165,9.8,194.35,4
Low Fat,NCK07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.257,10.65,163.95,4
Low Fat,NCL07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.348,13.85,40.25,4
Low Fat,NCI31,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.44,20,35.52,4
Low Fat,FDH21,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.531,10.4,159.56,4
Low Fat,FDX34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.623,6.2,120.11,4
Low Fat,FDR58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.714,6.68,92.65,4
Low Fat,FDL33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.805,7.24,193.95,4
Low Fat,FDQ58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.897,7.32,154.03,4
Low Fat,FDT21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-636.988,7.42,248.91,4
Low Fat,FDK21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.08,7.91,248.34,4
Low Fat,FDB22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.171,8.02,155.3,4
Low Fat,FDT34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.262,9.3,104.1,4
Low Fat,FDT22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.354,10.4,60.62,4
Low Fat,FDR45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.445,10.8,238.62,4
Low Fat,FDP58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.537,11.1,218.35,4
Low Fat,FDT46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.628,11.35,49.8,4
Low Fat,FDZ45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.72,14.1,197.11,4
Low Fat,FDC47,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.811,15,226.97,4
Low Fat,FDJ09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.902,15,46.97,4
Low Fat,FDX45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-637.994,16.75,156.66,4
Low Fat,FDR46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.085,16.85,147.78,4
Low Fat,FDP57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.177,17.5,101.3,4
Low Fat,FDY10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.268,17.6,114.92,4
Low Fat,FDB59,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.359,18.25,197.61,4
Low Fat,FDR09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.451,18.25,258.1,4
Low Fat,FDU34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.542,18.25,126.3,4
Low Fat,FDO57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.634,20.75,160.96,4
Low Fat,FDQ21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.725,21.25,120.88,4
Low Fat,DRG48,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.817,5.78,146.31,4
Low Fat,DRJ01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.908,6.14,160.52,4
Low Fat,DRE13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-638.999,6.28,85.82,4
Low Fat,DRJ49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.091,6.87,127.17,4
Low Fat,DRD12,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.182,6.96,91.41,4
Low Fat,DRK01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.274,7.63,94.04,4
Low Fat,DRH13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.365,8.58,105.83,4
Low Fat,DRD37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.456,9.8,47.41,4
Low Fat,DRD49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.548,9.9,237.76,4
Low Fat,DRF13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.639,12.1,144.44,4
Low Fat,DRL49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.731,13.15,140.58,4
